op_code,product_sku,cycle_name,supplier_name,product_name,cycle_type,n_rev_planned,n_rev_reviewed_ext,n_rev_grade,n_rev_total,total_magnitude_dt_planned,total_magnitude_dt_reviewed,total_abs_delta_grade,first_revision_date,last_revision_date,faixa_rev,n_rev_int,n_rev_ext,dominant_type,total_magnitude
OPF84N235,1092100930105,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,163,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N235,1092100930106,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,41,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N235,1092100930107,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,62,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N236,10921010122705,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,132,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N236,10921010122706,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,1706,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N236,10921010122707,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola V Defeitos Leves Masculino,Extra,1,0,1,2,9,0,42,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N238,10920910121105,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,271,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N238,10920910121106,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,271,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N238,10920910121107,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,30,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N239,10920909210305,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,109,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N239,10920909210306,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,106,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N239,10920909210307,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,14,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N240,1092090926507,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,182,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N241,1092090922805,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,3,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N241,1092090922807,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,1,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF84N242,1092090922808,EPAPRIVALIAB2B.2,BY COTTON,Tech T-shirt Gola U Defeitos Leves Masculino,Extra,1,0,1,2,9,0,3,2026-04-16,2026-04-17,2,2,0,Interno (INT),9
OPF99N14,20960910125104,FUTURE FORM 2,KABRIOLLI,Blusa de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),18
OPF99N14,20960910125105,FUTURE FORM 2,KABRIOLLI,Blusa de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),18
OPF99N14,20960910125106,FUTURE FORM 2,KABRIOLLI,Blusa de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),18
OPF99N14,20960910125107,FUTURE FORM 2,KABRIOLLI,Blusa de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),18
OPF99N17,23361310125104,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-19,2025-11-28,2,0,2,Externo (EXT),18
OPF99N17,23361310125105,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-19,2025-11-28,2,0,2,Externo (EXT),18
OPF99N17,23361310125106,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-19,2025-11-28,2,0,2,Externo (EXT),18
OPF99N17,23361310125107,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,18,0,2025-11-19,2025-11-28,2,0,2,Externo (EXT),18
OPF99N18,23361310124804,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,25,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),25
OPF99N18,23361310124805,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,25,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),25
OPF99N18,23361310124806,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,25,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),25
OPF99N18,23361310124807,FUTURE FORM 2,KABRIOLLI,Vestido Midi de Alça FutureForm Feminino,Extra,0,2,0,2,0,25,0,2025-11-28,2025-11-29,2,0,2,Externo (EXT),25
OPF121N12,2209181010105,IMPORTACAO1802,BLX TRADING,Legging Sem Costura NuForm Feminino,Extra,1,0,1,2,30,0,127,2026-03-24,2026-04-16,2,2,0,Interno (INT),30
OPF121N12,2209181010108,IMPORTACAO1802,BLX TRADING,Legging Sem Costura NuForm Feminino,Extra,1,0,1,2,30,0,127,2026-03-24,2026-04-16,2,2,0,Interno (INT),30
OPF74N293,102010090105,INS01,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,91,7,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),98
OPF74N293,102010090106,INS01,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,91,7,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),98
OPF74N293,102010090107,INS01,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,91,7,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),98
OPF74N293,102010090108,INS01,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,91,7,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),98
OPF25N1778,2094010121104,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,3,3,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),6
OPF25N1778,2094010121105,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,3,3,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),6
OPF25N1778,2094010121106,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,3,3,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),6
OPF25N1778,2094010121108,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,3,3,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),6
OPF25N1779,2094010121103,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF25N1779,2094010121104,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF25N1779,2094010121105,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF25N1779,2094010121106,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF25N1779,2094010121107,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF25N1779,2094010121108,INS0903,ART LIVRE,Tech T-shirt Gola U Feminino,Extra,1,1,0,2,10,10,0,2026-04-10,2026-04-14,2,1,1,Interno (INT),20
OPF37N2074,102010100304,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,7,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),14
OPF37N2074,102010100309,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,7,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),14
OPF37N2075,1094010121105,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,15,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),22
OPF37N2075,1094010121106,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,15,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),22
OPF37N2075,1094010121107,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,15,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),22
OPF37N2075,1094010121108,INS0903,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,1,0,2,7,15,0,2026-04-14,2026-04-16,2,1,1,Interno (INT),22
OPF84N211,1094010121105,INS0903,BY COTTON,Tech T-shirt Gola U Masculino,Extra,2,0,0,2,21,0,0,2026-04-02,2026-04-16,2,2,0,Interno (INT),21
OPF84N211,1094010121106,INS0903,BY COTTON,Tech T-shirt Gola U Masculino,Extra,2,0,0,2,21,0,0,2026-04-02,2026-04-16,2,2,0,Interno (INT),21
OPF84N211,1094010121107,INS0903,BY COTTON,Tech T-shirt Gola U Masculino,Extra,2,0,0,2,21,0,0,2026-04-02,2026-04-16,2,2,0,Interno (INT),21
OPF84N211,1094010121108,INS0903,BY COTTON,Tech T-shirt Gola U Masculino,Extra,2,0,0,2,21,0,0,2026-04-02,2026-04-16,2,2,0,Interno (INT),21
OPF111N43,10933010113805,INS2002,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Extra,2,0,0,2,13,0,0,2026-04-03,2026-04-16,2,2,0,Interno (INT),13
OPF111N43,10933010113806,INS2002,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Extra,2,0,0,2,13,0,0,2026-04-03,2026-04-16,2,2,0,Interno (INT),13
OPF111N43,10933010113807,INS2002,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Extra,2,0,0,2,13,0,0,2026-04-03,2026-04-16,2,2,0,Interno (INT),13
OPF37N1990,101030170205-s,INS2901,BAE BRASIL,Cueca Boxer Performance Simples Masculino,Extra,1,1,0,2,10,18,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF37N1990,101030170207-s,INS2901,BAE BRASIL,Cueca Boxer Performance Simples Masculino,Extra,1,1,0,2,10,18,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF74N292,102010090105,INS2901,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,14,28,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),42
OPF74N292,102010090106,INS2901,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,14,28,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),42
OPF74N292,102010090107,INS2901,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,14,28,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),42
OPF74N292,102010090108,INS2901,DDAL,Daily T-shirt Masculino,Extra,1,1,0,2,14,28,0,2026-04-01,2026-04-03,2,1,1,Interno (INT),42
OPF74N290,102010090105,INS3001,DDAL,Daily T-shirt Masculino,Extra,0,2,0,2,0,42,0,2026-04-01,2026-04-03,2,0,2,Externo (EXT),42
OPF74N290,102010090106,INS3001,DDAL,Daily T-shirt Masculino,Extra,0,2,0,2,0,42,0,2026-04-01,2026-04-03,2,0,2,Externo (EXT),42
OPF74N290,102010090107,INS3001,DDAL,Daily T-shirt Masculino,Extra,0,2,0,2,0,42,0,2026-04-01,2026-04-03,2,0,2,Externo (EXT),42
OPF74N290,102010090108,INS3001,DDAL,Daily T-shirt Masculino,Extra,0,2,0,2,0,42,0,2026-04-01,2026-04-03,2,0,2,Externo (EXT),42
OPF25N1551,2095751010104,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,106,0,2025-12-17,2026-01-19,2,0,2,Externo (EXT),106
OPF25N1551,2095751010105,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,106,0,2025-12-17,2026-01-19,2,0,2,Externo (EXT),106
OPF25N1551,2095751010106,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,106,0,2025-12-17,2026-01-19,2,0,2,Externo (EXT),106
OPF25N1551,2095751010107,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,106,0,2025-12-17,2026-01-19,2,0,2,Externo (EXT),106
OPF25N1552,2095751010104,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1552,2095751010105,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1552,2095751010106,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1552,2095751010107,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1555,2095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1555,2095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1555,2095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1555,2095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1556,2095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1556,2095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1556,2095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1556,2095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1557,2095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1557,2095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1557,2095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1557,2095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1559,2095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1559,2095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1559,2095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1559,2095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1560,2095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1560,2095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1560,2095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1560,2095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1563,2095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1563,2095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1563,2095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1563,2095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1566,2095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1566,2095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1566,2095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1566,2095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Feminino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1574,1095751010104,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1574,1095751010105,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1574,1095751010106,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1574,1095751010107,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1574,1095751010108,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011803,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1578,1095751011808,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,67,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),67
OPF25N1592,1095751011804,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1592,1095751011805,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1592,1095751011806,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1592,1095751011807,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012803,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1594,1095751012808,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1595,1095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1595,1095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1595,1095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1595,1095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1603,1095751012804,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1603,1095751012805,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1603,1095751012806,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF25N1603,1095751012807,LAN0210,ART LIVRE,NEXTECH T-shirt Masculino,Extra,0,2,0,2,0,56,0,2025-11-28,2025-12-17,2,0,2,Externo (EXT),56
OPF120N1,21014281010104,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Feminino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N1,21014281010105,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Feminino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N1,21014281010106,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Feminino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N1,21014281010107,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Feminino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N2,11014281010104,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Masculino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N2,11014281010105,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Masculino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N2,11014281010106,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Masculino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N2,11014281010107,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Masculino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF120N2,11014281010108,LAN0801,IN TRICCOT,Casaco de Tricot Future Knit Masculino,Extra,1,1,0,2,11,7,0,2026-01-13,2026-03-25,2,1,1,Interno (INT),18
OPF93N37,1095491010304,LAN2002,LUNELLI,Daily Light T-shirt Masculino,Extra,1,1,0,2,3,13,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),16
OPF93N37,1095491010305,LAN2002,LUNELLI,Daily Light T-shirt Masculino,Extra,1,1,0,2,3,13,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),16
OPF93N37,1095491010306,LAN2002,LUNELLI,Daily Light T-shirt Masculino,Extra,1,1,0,2,3,13,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),16
OPF93N37,1095491010307,LAN2002,LUNELLI,Daily Light T-shirt Masculino,Extra,1,1,0,2,3,13,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),16
OPF93N37,1095491010308,LAN2002,LUNELLI,Daily Light T-shirt Masculino,Extra,1,1,0,2,3,13,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),16
OPF114N1,2026511010104,LAN2209,Santa Rita,Top Fitness IN-ACTION Seamless Feminino,Extra,0,2,0,2,0,17,0,2025-12-11,2026-02-14,2,0,2,Externo (EXT),17
